Admin_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
CHOH,GWMP 3,GWMP-0094,Forest,2018,29-06-2018,07:32:00,07:42:00,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Parula,Setophaga americana,890949,NOPA,FALSE,FALSE,22.39999962,81.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,GWMP-0094,Forest,2018,29-06-2018,07:32:00,07:42:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Red-shouldered Hawk,Buteo lineatus,79572,RSHA,FALSE,FALSE,22.39999962,81.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,GWMP-0094,Forest,2018,29-06-2018,07:32:00,07:42:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,22.39999962,81.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,GWMP-0094,Forest,2018,29-06-2018,07:32:00,07:42:00,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,22.39999962,81.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,GWMP-0094,Forest,2018,29-06-2018,07:32:00,07:42:00,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,93587,REVI,FALSE,FALSE,22.39999962,81.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,GWMP-0094,Forest,2018,29-06-2018,07:32:00,07:42:00,Kimberly Serno,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,86252,BLJA,FALSE,FALSE,22.39999962,81.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,GWMP-0094,Forest,2018,29-06-2018,07:32:00,07:42:00,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,American Redstart,Setophaga ruticilla,92746,AMRE,FALSE,FALSE,22.39999962,81.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,GWMP-0094,Forest,2018,29-06-2018,07:32:00,07:42:00,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,95300,AMGO,FALSE,FALSE,22.39999962,81.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,White-breasted Nuthatch,Sitta carolinensis,90935,WBNU,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Parula,Setophaga americana,890949,NOPA,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,87106,AMCR,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,85791,GCFL,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Common Grackle,Quiscalus quiscula,94206,COGR,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,88296,CEDW,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,88038,BGGN,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,95300,AMGO,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 3,CHOH-1350,Forest,2018,29-06-2018,06:41:00,06:51:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,84865,RBWO,FALSE,FALSE,24.20000076,72.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
CHOH,GWMP 4,CHOH-1388,Forest,2018,29-06-2018,06:11:00,06:21:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,22,77.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
CHOH,GWMP 4,CHOH-1388,Forest,2018,29-06-2018,06:11:00,06:21:00,Elizabeth Oswald,2,2.5 - 5 min,Visualization,Unknown,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,94206,COGR,FALSE,FALSE,22,77.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
CHOH,GWMP 4,CHOH-1388,Forest,2018,29-06-2018,06:11:00,06:21:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,22,77.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
CHOH,GWMP 4,CHOH-1388,Forest,2018,29-06-2018,06:11:00,06:21:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,22,77.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
CHOH,GWMP 4,CHOH-1388,Forest,2018,29-06-2018,06:11:00,06:21:00,Elizabeth Oswald,2,7.5 - 10 min,Visualization,Unknown,TRUE,Undetermined,American Goldfinch,Spinus tristis,95300,AMGO,FALSE,FALSE,22,77.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
CHOH,GWMP 4,CHOH-1388,Forest,2018,29-06-2018,06:11:00,06:21:00,Elizabeth Oswald,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,95300,AMGO,FALSE,FALSE,22,77.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
CHOH,GWMP 4,CHOH-1388,Forest,2018,29-06-2018,06:11:00,06:21:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,22,77.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
CHOH,GWMP 4,CHOH-1388,Forest,2018,29-06-2018,06:11:00,06:21:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,22,77.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
CHOH,GWMP 2,GWMP-0080,Forest,2018,29-06-2018,06:03:00,06:13:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,85791,GCFL,FALSE,FALSE,26.29999924,76.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0080,Forest,2018,29-06-2018,06:03:00,06:13:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,82737,MODO,FALSE,FALSE,26.29999924,76.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0080,Forest,2018,29-06-2018,06:03:00,06:13:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,White-breasted Nuthatch,Sitta carolinensis,90935,WBNU,FALSE,FALSE,26.29999924,76.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0080,Forest,2018,29-06-2018,06:03:00,06:13:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,84936,DOWO,FALSE,TRUE,26.29999924,76.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0080,Forest,2018,29-06-2018,06:03:00,06:13:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,87136,AMRO,FALSE,FALSE,26.29999924,76.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0080,Forest,2018,29-06-2018,06:03:00,06:13:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,87136,AMRO,FALSE,FALSE,26.29999924,76.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0080,Forest,2018,29-06-2018,06:03:00,06:13:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,88038,BGGN,FALSE,FALSE,26.29999924,76.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0080,Forest,2018,29-06-2018,06:03:00,06:13:00,Brian Swimelar,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,85791,GCFL,FALSE,FALSE,26.29999924,76.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,87106,AMCR,FALSE,FALSE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,93587,REVI,FALSE,FALSE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,84865,RBWO,FALSE,FALSE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,85791,GCFL,FALSE,FALSE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,85846,EAWP,FALSE,TRUE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,88038,BGGN,FALSE,FALSE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0072,Forest,2018,29-06-2018,06:36:00,06:46:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,89102,YBCU,FALSE,FALSE,26.29999924,76.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0054,Forest,2018,29-06-2018,08:17:00,08:27:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Pileated Woodpecker,Dryocopus pileatus,84833,PIWO,FALSE,FALSE,23.20000076,80.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0054,Forest,2018,29-06-2018,08:17:00,08:27:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,89102,YBCU,FALSE,FALSE,23.20000076,80.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0054,Forest,2018,29-06-2018,08:17:00,08:27:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,23.20000076,80.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0054,Forest,2018,29-06-2018,08:17:00,08:27:00,Brian Swimelar,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,23.20000076,80.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0054,Forest,2018,29-06-2018,08:17:00,08:27:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,23.20000076,80.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0054,Forest,2018,29-06-2018,08:17:00,08:27:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,23.20000076,80.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0045,Forest,2018,29-06-2018,08:40:00,08:50:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,89102,YBCU,FALSE,FALSE,26.10000038,89.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0045,Forest,2018,29-06-2018,08:40:00,08:50:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,85846,EAWP,FALSE,TRUE,26.10000038,89.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0045,Forest,2018,29-06-2018,08:40:00,08:50:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,26.10000038,89.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0045,Forest,2018,29-06-2018,08:40:00,08:50:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,86252,BLJA,FALSE,FALSE,26.10000038,89.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0045,Forest,2018,29-06-2018,08:40:00,08:50:00,Brian Swimelar,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,86252,BLJA,FALSE,FALSE,26.10000038,89.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0045,Forest,2018,29-06-2018,08:40:00,08:50:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,26.10000038,89.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0045,Forest,2018,29-06-2018,08:40:00,08:50:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,85846,EAWP,FALSE,TRUE,26.10000038,89.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0045,Forest,2018,29-06-2018,08:40:00,08:50:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,84865,RBWO,FALSE,FALSE,26.10000038,89.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0045,Forest,2018,29-06-2018,08:40:00,08:50:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,84936,DOWO,FALSE,TRUE,26.10000038,89.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0062,Forest,2018,29-06-2018,07:54:00,08:04:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,86252,BLJA,FALSE,FALSE,24.60000038,79.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0062,Forest,2018,29-06-2018,07:54:00,08:04:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,24.60000038,79.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0062,Forest,2018,29-06-2018,07:54:00,08:04:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,84865,RBWO,FALSE,FALSE,24.60000038,79.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0062,Forest,2018,29-06-2018,07:54:00,08:04:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,24.60000038,79.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0062,Forest,2018,29-06-2018,07:54:00,08:04:00,Brian Swimelar,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Undetermined,White-breasted Nuthatch,Sitta carolinensis,90935,WBNU,FALSE,FALSE,24.60000038,79.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0062,Forest,2018,29-06-2018,07:54:00,08:04:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,85846,EAWP,FALSE,TRUE,24.60000038,79.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,GWMP-0062,Forest,2018,29-06-2018,07:54:00,08:04:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Scarlet Tanager,Piranga olivacea,88071,SCTA,FALSE,TRUE,24.60000038,79.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,GWMP-0062,Forest,2018,29-06-2018,07:54:00,08:04:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,84936,DOWO,FALSE,TRUE,24.60000038,79.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,CHOH-1336,Forest,2018,29-06-2018,06:58:00,07:08:00,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Male,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,25.10000038,71.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,CHOH-1336,Forest,2018,29-06-2018,06:58:00,07:08:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,25.10000038,71.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH,GWMP 2,CHOH-1336,Forest,2018,29-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,White-breasted Nuthatch,Sitta carolinensis,90935,WBNU,FALSE,FALSE,25.10000038,71.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,CHOH-1336,Forest,2018,29-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,25.10000038,71.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH,GWMP 2,CHOH-1336,Forest,2018,29-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,25.10000038,71.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
