Admin_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt
ANTI,ANTI-0143,Grassland,2018,25-06-2018,06:15:00,06:25:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,ETTI,FALSE,FALSE,23.89999962,68.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,ANTI-0143,Grassland,2018,25-06-2018,06:15:00,06:25:00,Brian Swimelar,2,2.5 - 5 min,Visualization,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,INBU,FALSE,TRUE,23.89999962,68.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,European Starling,Sturnus vulgaris,EUST,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,European Starling,Sturnus vulgaris,EUST,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,European Starling,Sturnus vulgaris,EUST,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,5 - 7.5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,European Starling,Sturnus vulgaris,EUST,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,European Starling,Sturnus vulgaris,EUST,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,0-2.5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,5 - 7.5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Male,Eastern Bluebird,Sialia sialis,EABL,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,5 - 7.5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Tree Swallow,Tachycineta bicolor,TRES,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,0-2.5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,5 - 7.5 min,Visualization,Unknown,TRUE,Undetermined,American Crow,Corvus brachyrhynchos,AMCR,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,5 - 7.5 min,Visualization,Unknown,TRUE,Undetermined,American Crow,Corvus brachyrhynchos,AMCR,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,0-2.5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Female,Eastern Bluebird,Sialia sialis,EABL,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,EATO,FALSE,TRUE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,NOCA,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0115,Grassland,2018,25-06-2018,07:16:00,07:26:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Tree Swallow,Tachycineta bicolor,TRES,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,NOCA,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,EABL,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,EABL,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Eastern Kingbird,Tyrannus tyrannus,EAKI,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,FALSE
ANTI,ANTI-0125,Grassland,2018,25-06-2018,06:58:00,07:08:00,Brian Swimelar,2,0-2.5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE,TRUE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,7.5 - 10 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,NOMO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Gray Catbird,Dumetella carolinensis,GRCA,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Female,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Pine Warbler,Setophaga pinus,PIWA,FALSE,TRUE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,7.5 - 10 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,NOMO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,CHSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Gray Catbird,Dumetella carolinensis,GRCA,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,INBU,FALSE,TRUE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0088,Grassland,2018,25-06-2018,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Visualization,Unknown,TRUE,Undetermined,Tree Swallow,Tachycineta bicolor,TRES,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Female,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,YBCU,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,NOCA,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,INBU,FALSE,TRUE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Brown-headed Cowbird,Molothrus ater,BHCO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Brown-headed Cowbird,Molothrus ater,BHCO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0103,Grassland,2018,25-06-2018,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Visualization,Unknown,TRUE,Undetermined,Tree Swallow,Tachycineta bicolor,TRES,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE
ANTI,ANTI-0075,Grassland,2018,25-06-2018,08:12:00,08:22:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,TRUE
ANTI,ANTI-0075,Grassland,2018,25-06-2018,08:12:00,08:22:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,NOCA,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,TRUE
ANTI,ANTI-0075,Grassland,2018,25-06-2018,08:12:00,08:22:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,TRUE
ANTI,ANTI-0075,Grassland,2018,25-06-2018,08:12:00,08:22:00,Brian Swimelar,2,5 - 7.5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,FALSE
ANTI,ANTI-0075,Grassland,2018,25-06-2018,08:12:00,08:22:00,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Female,Eastern Bluebird,Sialia sialis,EABL,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,TRUE
ANTI,ANTI-0075,Grassland,2018,25-06-2018,08:12:00,08:22:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Female,Baltimore Oriole,Icterus galbula,BAOR,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,FALSE
ANTI,ANTI-0075,Grassland,2018,25-06-2018,08:12:00,08:22:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,Gray Catbird,Dumetella carolinensis,GRCA,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,FALSE
ANTI,ANTI-0075,Grassland,2018,25-06-2018,08:12:00,08:22:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Male,American Goldfinch,Carduelis tristis,AMGO,FALSE,FALSE,23.89999962,68.59999847,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,FALSE
